koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_steff_err1,koi_model_snr
0,0,0,181,152.4
0,0,0,81,51.0
0,0,0,78,64.2
0,0,0,169,56.2
0,0,0,160,39.4
0,0,0,158,60.9
0,0,0,74,49.5
0,0,0,111,1118.9
0,0,0,79,34.7
0,0,0,113,123.1
0,0,0,164,590.6
0,1,0,154,135.8
0,0,0,71,90.5
1,0,0,85,189.5
0,0,0,95,49.6
0,0,0,78,50.8
0,1,1,155,40.4
0,0,0,163,45.1
0,1,1,165,67.9
0,0,0,149,43.4
0,0,0,69,346.9
0,0,0,155,20.4
0,0,0,83,27.4
0,1,0,129,200.6
0,0,0,181,45.3
0,0,0,78,45.9
0,0,0,71,38.4
0,0,0,107,363.2
0,0,0,79,11.1
0,0,0,101,75.0
0,0,1,75,35.6
0,0,0,73,43.9
0,0,0,110,13.1
0,0,0,71,50.9
0,0,0,98,81.7
0,0,0,71,22.1
0,0,0,83,65.5
0,0,0,83,30.8
0,0,0,76,19.6
0,1,1,184,53.8
0,1,1,159,32.2
0,0,0,79,30.1
0,0,0,182,40.9
0,0,0,181,39.0
0,0,0,115,41.2
0,0,0,145,9.2
0,0,0,115,21.2
0,0,0,158,80.3
0,0,0,110,58.8
0,0,0,184,36.9
0,0,0,72,79.2
0,0,0,72,44.9
0,0,0,72,40.4
0,0,0,84,117.7
0,0,0,82,57.4
0,1,1,76,57.0
0,0,0,181,18.7
0,0,0,83,46.4
0,0,0,111,204.4
0,0,0,83,30.0
0,0,0,85,134.8
0,0,0,124,36.0
0,1,1,177,62.2
0,0,0,78,40.3
0,1,0,78,38.9
0,0,0,72,51.5
0,0,1,165,34.5
0,0,0,98,27.5
0,0,0,84,67.0
1,0,1,76,40.9
0,0,0,101,50.5
0,0,0,83,36.4
0,0,0,65,11.3
0,0,0,83,33.0
0,0,0,169,40.5
0,0,0,169,23.1
0,0,0,169,17.4
0,0,0,169,40.5
0,0,0,111,291.3
0,1,0,152,104.1
0,0,1,174,48.8
0,0,1,154,58.9
0,0,0,197,100.3
1,0,0,302,331.6
0,0,0,74,36.3
0,0,0,107,2.8
0,0,0,99,27.1
0,0,0,99,24.0
0,0,1,169,37.8
0,0,0,78,47.0
1,0,0,166,7.3
0,0,0,105,35.9
0,0,0,105,42.6
0,0,1,155,48.4
1,0,1,169,8.2
0,1,0,107,339.9
0,0,0,159,44.1
0,1,1,128,30.9
0,0,0,158,10.2
0,0,0,74,120.0
0,0,0,74,42.3
0,0,0,101,77.7
0,0,0,182,97.7
0,0,0,74,8.3
0,0,0,159,61.4
0,0,0,103,89.9
0,0,0,98,22.4
0,0,0,154,53.2
0,0,0,110,10.1
0,0,0,166,50.6
0,0,0,143,32.6
0,0,0,107,49.6
0,0,0,109,252.8
0,0,0,107,21.8
0,0,0,101,52.5
0,0,0,52,103.0
1,0,0,74,9.5
0,0,0,157,82.4
0,0,0,157,25.6
0,0,0,79,301.8
0,0,0,103,60.8
0,0,0,81,80.1
0,0,0,81,56.5
0,1,0,81,25.8
0,0,0,111,51.8
0,0,0,101,60.6
0,0,0,86,38.1
0,1,0,194,11.3
0,0,0,78,39.1
0,0,0,78,25.0
0,1,0,110,52.1
0,1,1,161,161.3
0,0,0,155,9.6
0,1,0,152,971.1
0,1,0,169,309.0
0,1,1,168,591.2
0,0,0,81,109.4
0,0,0,85,8.1
0,1,1,169,52.2
0,0,1,151,88.7
0,0,0,74,75.7
0,0,0,150,286.6
0,0,0,150,87.1
0,0,0,111,45.8
0,0,0,111,22.7
0,0,0,163,69.2
0,0,0,163,23.8
0,0,0,185,12.2
0,0,0,120,95.1
0,0,1,163,37.2
0,0,0,155,78.9
0,0,0,110,55.1
0,0,0,110,32.3
0,0,0,109,130.0
0,0,0,110,16.6
0,0,0,98,11.9
0,1,0,79,141.0
0,0,0,98,15.8
0,0,0,154,48.1
0,0,0,157,63.1
0,1,1,152,46.3
0,1,1,147,111.5
1,0,0,152,7.0
0,0,0,155,41.4
0,0,0,87,36.2
0,0,0,82,31.6
0,0,0,122,10.9
0,1,0,169,312.2
0,0,0,158,421.2
0,0,0,164,31.9
0,0,0,169,9.7
0,0,0,156,212.5
0,0,0,80,53.1
0,0,0,80,15.8
0,0,0,158,139.8
0,0,0,73,115.7
0,0,0,97,95.6
1,0,0,163,9.9
0,0,0,75,47.1
0,0,0,75,41.8
0,0,1,184,44.4
0,0,0,112,183.8
0,0,0,109,100.5
0,0,0,102,157.3
0,0,0,191,10.1
0,0,0,149,54.0
0,0,0,106,52.5
0,0,0,106,31.5
0,0,0,106,25.5
0,0,0,106,16.6
0,0,0,181,47.2
0,0,0,100,251.9
0,0,0,181,41.3
0,0,0,81,70.4
0,0,0,81,33.1
0,0,1,181,323.4
0,0,0,122,58.6
0,0,0,122,21.3
0,0,0,76,70.5
0,0,0,76,27.9
0,0,0,79,64.7
0,0,0,116,6.7
0,0,0,102,54.2
0,1,0,159,258.5
0,1,0,175,944.4
0,1,0,161,427.5
0,0,0,131,276.1
0,0,0,178,12.2
0,0,1,111,43.0
0,0,0,71,45.3
0,0,0,179,51.8
0,0,1,145,213.7
0,0,1,162,125.3
0,0,0,78,39.4
0,0,0,104,52.2
0,0,0,175,38.5
0,1,1,150,43.1
1,0,0,175,16.9
0,0,0,105,1055.9
0,0,0,104,58.5
0,0,0,168,92.6
0,0,0,177,76.1
1,0,0,166,9.2
0,0,0,111,825.0
0,0,0,77,15.1
0,0,0,78,25.3
0,0,0,78,7.9
0,0,0,78,23.7
0,1,1,143,60.4
0,0,0,96,41.6
0,0,0,104,47.8
0,1,0,313,4211.8
0,1,1,164,191.3
0,1,0,185,1898.4
0,0,0,80,64.4
0,0,0,187,38.4
0,0,0,84,9.1
0,0,0,107,95.3
0,0,0,166,128.2
0,0,0,166,10.4
0,0,0,100,68.5
0,0,0,100,41.7
0,1,0,145,415.7
0,0,0,102,97.2
0,0,0,102,73.7
0,0,0,106,59.9
0,0,0,103,42.1
0,0,0,103,36.0
0,0,0,106,67.5
0,0,0,103,114.3
0,0,0,100,23.9
0,0,0,100,16.1
0,0,0,161,64.5
0,0,0,105,126.8
0,0,0,161,14.9
0,0,0,120,125.9
0,1,0,77,1283.6
0,0,0,103,79.8
0,0,0,154,11.4
0,0,0,104,103.1
0,0,0,78,144.2
0,1,0,213,550.2
0,0,0,157,51.9
0,0,0,82,40.2
0,0,0,82,24.2
0,1,0,158,125.6
0,0,0,90,51.4
0,0,0,105,38.3
0,1,0,102,1670.6
0,0,0,108,66.2
0,1,0,213,294.4
0,0,0,113,51.8
0,0,0,113,42.0
0,0,0,113,25.0
0,0,0,75,65.2
0,0,0,168,9.1
0,1,0,156,1144.3
0,0,0,110,67.9
0,0,0,103,473.2
0,0,0,111,96.3
0,1,1,72,60.9
0,0,0,106,195.9
0,0,0,98,99.7
0,0,0,98,73.0
0,0,0,98,46.3
0,1,1,191,79.3
0,0,0,78,184.6
0,0,1,181,44.4
0,1,1,80,43.1
0,0,0,113,37.5
0,0,0,113,13.6
0,0,0,109,78.4
0,1,0,148,109.2
0,0,0,106,58.4
0,0,1,160,237.4
0,1,0,189,1230.7
0,0,0,117,117.3
0,0,0,117,66.5
0,0,0,93,68.0
0,0,0,105,75.4
0,0,0,117,57.6
0,0,0,117,27.3
0,0,0,134,85.7
0,0,0,163,9.6
0,1,1,169,53.1
0,0,0,105,58.8
0,0,0,105,18.5
0,0,0,119,46.9
0,0,0,120,77.9
1,0,0,84,7.5
0,0,0,134,55.1
0,0,0,106,67.3
0,0,0,124,49.0
0,0,0,78,9.7
0,0,0,124,20.8
0,1,1,73,131.2
0,1,0,159,438.2
0,0,0,297,98.1
0,1,0,190,113.2
0,0,0,77,252.5
0,0,0,105,14.6
0,0,0,74,99.8
0,0,0,101,116.9
0,0,0,74,60.8
0,0,0,109,71.3
0,0,0,109,47.4
0,0,0,109,47.5
0,0,1,133,120.3
0,0,0,82,44.7
0,0,1,105,48.4
0,0,0,111,47.2
0,0,0,104,43.1
0,0,0,104,25.6
0,0,0,104,14.1
0,0,0,107,38.0
0,0,0,111,161.4
0,0,0,182,9.1
0,0,0,164,119.6
0,0,0,101,36.3
0,0,0,102,44.2
0,0,0,102,49.9
0,0,1,164,26.7
0,0,0,80,218.5
0,1,1,122,86.6
0,0,0,101,74.2
0,0,0,158,9.5
0,1,0,196,2013.6
0,1,1,152,86.6
0,0,0,104,84.8
0,0,0,104,74.4
0,0,0,104,34.1
0,1,0,156,222.3
0,0,0,154,59.1
0,1,0,142,200.5
0,0,0,162,285.1
0,0,0,114,42.5
0,0,0,107,27.4
0,0,0,107,19.6
0,0,0,107,18.2
0,0,0,89,26.9
0,0,1,151,10.1
0,0,0,89,42.9
0,0,0,89,35.6
0,0,0,105,45.5
0,1,0,78,2590.1
0,0,0,162,365.2
0,0,0,162,32.6
0,1,0,151,731.7
0,0,0,74,117.9
0,0,0,110,95.0
0,0,0,156,22.6
0,0,0,124,198.3
0,0,0,63,201.9
0,0,0,105,28.1
0,0,0,105,20.1
0,0,0,104,50.1
0,1,0,183,21.6
0,0,0,96,39.6
0,0,0,96,41.4
0,0,0,96,18.8
0,0,0,111,67.2
0,0,0,111,31.2
0,0,0,76,526.1
0,0,1,161,98.7
0,0,0,78,206.7
0,0,0,78,158.0
0,0,1,176,42.6
0,0,0,164,59.3
0,0,0,164,50.8
0,0,0,108,112.8
0,0,0,164,51.4
0,0,0,158,9.7
0,0,1,156,41.7
0,0,0,111,44.2
0,0,0,121,53.0
0,0,0,121,11.7
1,0,0,176,7.1
0,0,0,101,77.3
0,0,0,104,73.4
0,0,0,104,11.5
0,0,0,82,1208.1
0,1,1,160,373.9
0,1,1,187,45.4
0,1,0,162,1282.3
0,1,0,197,37.7
0,1,1,272,31.0
0,0,0,179,24.8
0,0,0,121,20.9
0,0,0,83,15.2
0,1,1,182,81.7
0,0,0,179,18.1
0,1,0,182,23.7
0,0,0,136,21.4
0,1,0,167,23.7
0,0,1,179,18.2
0,0,0,79,18.7
0,0,0,181,20.9
0,1,1,159,23.4
0,0,0,159,18.9
0,0,0,71,25.1
0,1,1,190,41.1
0,0,0,143,10.9
0,0,0,154,18.4
0,0,0,80,17.1
0,0,0,166,11.7
1,0,1,179,72.2
0,1,1,164,26.9
0,0,0,177,17.4
0,0,0,177,12.8
0,0,0,173,16.7
0,0,0,79,16.1
0,0,0,168,15.8
1,0,0,166,14.1
0,0,0,99,8.9
0,1,1,156,8.8
0,0,0,76,9.4
1,0,0,156,189.0
0,0,1,168,7.0
0,0,0,74,18.3
0,0,0,74,24.1
1,0,1,155,53.7
0,0,1,184,20.0
0,0,0,175,16.8
0,1,1,158,18.2
0,0,0,113,45.0
0,1,0,110,29.5
0,1,0,172,52.6
0,0,1,81,13.0
0,0,0,76,14.0
1,0,0,151,286.2
0,0,1,168,25.5
0,0,0,77,18.6
0,0,0,156,19.5
0,1,1,162,38.3
0,0,1,170,16.1
0,0,0,184,18.6
0,0,0,157,14.7
0,0,0,187,9.7
0,0,0,76,7.5
0,0,1,182,31.1
0,0,0,159,6.8
0,0,0,155,8.1
0,1,1,168,25.3
0,1,0,87,8.9
0,0,1,175,15.5
0,0,0,169,31.0
0,0,0,168,10.0
0,0,0,118,20.2
0,0,0,83,16.7
0,0,0,154,15.8
0,0,1,157,6.4
1,0,0,195,57.6
1,0,1,180,78.0
0,0,1,168,30.6
1,0,0,163,78.4
0,0,0,150,13.6
0,0,0,162,17.4
1,0,0,189,23.2
0,0,1,153,15.0
0,1,1,182,21.2
1,0,0,192,55.9
0,1,1,68,15.8
0,0,0,111,20.4
1,0,1,163,17.3
0,0,1,84,20.8
0,0,0,105,21.0
0,0,0,95,15.3
0,0,0,113,27.3
0,0,0,73,23.3
0,0,1,169,22.6
0,0,0,143,12.2
0,1,1,178,20.7
0,0,0,149,18.7
0,0,1,175,20.4
0,1,1,149,12.0
0,1,1,162,184.5
0,1,0,189,253.1
0,0,1,177,14.9
0,0,0,171,15.1
0,1,0,177,23.0
0,1,0,176,30.2
0,0,1,157,24.8
0,1,1,159,22.6
0,0,0,113,18.8
0,0,0,79,20.3
0,0,0,174,26.7
0,0,0,195,28.5
0,0,0,81,15.9
0,0,1,164,18.1
0,1,1,204,117.8
1,0,0,141,13.7
1,0,1,141,69.2
1,0,0,110,9.9
0,0,0,169,15.8
0,0,0,86,18.0
0,1,1,151,14.4
0,0,0,169,20.6
0,0,0,181,10.7
0,0,0,107,8.1
0,0,0,103,24.5
0,1,1,77,7.5
0,0,0,164,6.7
1,0,1,156,36.8
0,0,0,93,13.3
0,0,0,175,16.5
0,0,0,75,11.1
0,0,1,161,17.4
0,0,0,162,23.9
0,0,1,159,20.2
0,1,1,178,21.1
0,0,0,157,14.2
0,1,1,143,33.0
1,0,0,218,23.0
0,0,0,212,12.5
1,0,0,163,23.5
0,0,0,174,12.9
0,0,0,105,13.9
0,0,0,189,11.6
0,0,0,169,12.0
0,0,1,180,15.3
0,0,0,67,17.9
1,0,1,159,10.9
0,1,1,143,22.0
0,0,0,115,17.1
0,0,0,132,13.7
0,0,0,194,6.4
0,0,1,152,7.0
0,0,0,124,21.8
0,0,1,77,19.1
1,0,1,180,19.1
0,0,0,86,11.3
0,0,0,115,10.5
0,1,1,172,21.2
1,1,1,162,33.4
1,0,1,160,19.7
0,0,0,74,17.7
0,0,0,75,13.1
0,0,0,174,12.8
0,0,1,190,17.9
0,0,1,150,21.3
0,0,0,182,13.3
0,0,1,174,31.6
0,0,0,197,11.8
0,0,1,193,21.3
0,0,0,105,10.3
0,0,0,55,24.1
1,0,1,152,25.8
0,0,0,71,11.5
0,0,0,74,8.9
0,0,0,191,15.3
0,0,0,176,62.0
0,0,1,157,8.8
0,1,1,201,43.3
0,0,0,124,12.9
0,0,0,105,14.9
0,0,0,124,14.8
0,0,0,81,16.6
1,0,0,151,254.3
0,0,0,174,12.7
0,0,1,154,32.8
0,0,1,182,14.7
0,1,1,175,57.0
0,0,1,172,18.7
0,0,0,105,11.7
0,0,0,129,8.3
0,0,0,74,14.2
0,0,0,62,11.3
0,0,0,74,13.7
0,0,0,161,9.4
0,0,0,72,13.1
0,0,0,166,11.9
0,0,0,76,13.2
0,0,0,155,14.0
1,0,0,171,7.2
0,0,1,70,14.5
0,0,1,177,17.7
0,1,0,158,18.7
0,0,0,169,13.1
0,0,1,185,13.8
0,0,1,77,15.1
1,0,1,160,25.5
0,0,0,153,13.6
0,0,0,112,12.3
0,0,1,162,17.1
0,0,0,181,15.2
0,0,0,160,9.9
0,0,0,121,9.3
0,0,0,151,70.1
0,0,0,91,14.5
0,0,0,161,11.2
0,0,0,107,15.0
0,0,1,191,16.1
1,0,1,232,176.1
0,0,0,197,14.2
0,0,0,250,14.3
0,0,0,69,17.9
0,0,0,179,11.6
0,0,0,174,15.3
0,1,1,200,19.9
0,0,0,73,15.5
1,0,1,203,36.6
0,0,0,111,13.8
0,0,1,163,10.1
1,0,0,138,20.7
0,0,0,82,12.9
0,0,0,165,15.1
1,0,0,172,12.8
0,0,0,193,14.7
0,0,0,83,13.4
1,0,0,83,13.1
0,0,0,105,13.2
0,1,0,154,29.7
0,0,1,169,14.1
0,0,0,164,13.7
0,0,0,110,31.6
0,0,0,83,9.7
0,0,0,161,11.9
0,1,1,160,15.1
0,0,1,172,9.8
0,0,0,192,18.1
0,0,0,160,10.0
0,0,0,124,24.1
0,0,0,77,14.8
0,1,1,50,34.7
0,0,1,217,17.1
0,1,1,174,14.1
0,0,0,80,16.1
1,0,1,175,117.2
0,0,1,177,11.3
0,0,0,102,23.3
0,0,0,151,10.6
0,0,0,185,9.5
1,0,0,149,25.8
0,0,0,72,15.2
0,0,1,159,9.5
0,0,0,118,13.2
0,0,0,70,16.9
0,1,1,193,21.4
0,0,0,188,15.4
0,0,0,162,20.1
0,0,0,100,13.9
0,0,1,182,10.6
0,0,0,174,8.4
1,0,1,169,23.7
0,1,0,164,13.2
0,0,1,158,10.3
0,0,0,110,14.9
0,0,0,145,12.7
0,0,1,172,14.8
0,0,1,184,17.6
0,0,1,160,17.9
1,0,1,154,13.3
0,0,1,154,18.7
0,1,1,183,230.7
0,0,0,109,15.3
1,0,0,156,11.7
1,0,0,150,17.7
0,0,0,185,27.8
0,0,0,184,17.7
0,0,0,115,12.5
0,1,1,158,24.4
0,0,0,165,10.6
0,0,0,82,13.6
0,0,0,158,14.7
0,0,0,178,6.3
0,1,1,158,18.9
0,0,0,182,9.8
0,0,0,143,14.8
0,0,1,181,18.4
0,0,0,156,9.0
0,0,0,77,17.9
0,0,0,70,16.2
0,0,0,81,14.1
0,0,1,152,15.2
1,0,0,50,11.7
0,0,0,161,9.1
0,1,0,168,1134.3
0,0,0,334,12.1
0,0,0,158,12.9
0,0,0,88,8.8
0,0,0,149,17.7
0,1,1,178,27.9
0,0,0,147,13.5
0,0,0,148,9.5
0,0,0,156,22.6
0,0,1,172,11.0
0,0,0,176,15.3
1,0,0,169,50.4
0,0,0,73,13.5
0,0,1,151,13.1
0,0,0,177,12.5
1,0,0,170,21.9
0,0,0,158,12.6
0,0,1,176,16.9
0,0,0,201,17.4
0,0,0,177,27.4
0,0,0,138,15.3
0,1,1,184,10.4
0,0,0,164,13.9
0,0,0,189,15.7
0,0,0,77,16.0
0,0,0,70,12.6
0,0,0,188,9.5
0,0,1,158,20.3
0,0,0,174,11.8
0,0,0,69,26.0
0,0,0,74,19.3
0,0,0,83,10.4
0,1,1,70,1823.0
0,0,0,167,15.6
0,0,0,184,15.2
0,0,1,145,15.3
0,0,1,192,23.8
0,1,1,166,24.6
0,0,1,158,13.8
0,1,0,146,96.8
0,0,1,176,17.2
0,0,0,166,13.4
0,0,0,100,13.9
0,0,0,163,14.3
0,0,0,174,11.9
0,0,1,120,16.5
0,0,0,81,12.0
0,0,0,115,12.0
0,0,0,171,18.8
1,0,0,171,12.0
0,0,0,149,12.5
0,1,0,198,15.6
0,0,0,115,11.2
1,0,0,202,31.0
0,0,1,189,17.4
0,0,0,147,10.0
0,0,0,175,7.2
0,1,1,193,25.4
0,0,0,115,8.5
0,1,0,159,17.4
1,0,0,68,6.5
0,0,0,174,16.4
1,0,0,247,69.3
0,0,0,102,12.5
0,0,1,191,10.5
0,1,0,184,7.9
0,0,0,111,14.0
0,0,0,89,12.3
0,0,1,180,10.3
0,1,0,182,13.8
0,0,0,77,10.4
1,0,0,159,11.8
1,0,0,176,10.8
0,0,1,171,12.8
0,0,0,163,16.4
0,0,0,113,10.7
0,0,1,158,13.8
0,0,0,172,11.7
0,0,0,76,11.9
0,0,0,184,12.7
1,0,0,146,30.2
0,0,0,78,13.2
0,0,0,102,8.6
0,0,1,71,6.9
0,0,1,170,14.4
0,0,0,175,10.8
0,0,1,175,11.1
0,0,0,158,12.4
0,1,1,190,17.1
0,0,0,169,12.2
0,0,0,177,24.4
0,0,0,73,7.3
0,0,0,85,12.5
1,0,0,179,8.8
0,0,1,112,17.3
0,0,0,79,12.3
0,0,0,74,10.7
0,0,1,175,12.1
0,1,1,172,100.4
0,0,0,80,15.3
0,0,0,82,9.9
0,0,0,182,10.9
0,0,1,168,9.5
0,0,1,157,10.5
0,0,1,161,17.6
0,0,0,78,13.0
1,0,1,161,97.5
0,0,0,152,13.3
1,0,1,181,34.9
0,0,0,197,15.9
1,0,1,160,15.4
0,0,1,181,11.4
0,0,0,191,10.5
0,0,0,175,10.8
0,0,0,135,12.5
0,0,0,172,11.9
0,0,0,169,10.3
0,0,1,139,10.1
0,0,0,164,14.9
0,0,0,162,10.4
0,0,0,159,9.8
0,0,0,88,10.5
0,0,0,81,22.1
1,0,0,209,21.8
0,0,0,160,12.7
0,0,1,177,17.5
0,0,0,180,15.0
0,0,0,76,13.9
0,0,0,162,11.3
0,0,0,160,11.3
0,0,0,169,10.3
0,0,0,177,26.8
0,0,0,138,12.1
0,0,0,77,11.7
0,0,0,164,11.5
0,0,0,185,11.8
0,0,0,170,11.9
0,0,1,168,26.7
0,0,0,164,10.8
1,0,1,160,9.0
1,0,0,214,15.2
1,0,1,160,18.4
0,0,0,157,2.9
0,0,0,164,14.4
0,0,0,185,12.7
0,0,0,158,11.7
0,0,0,199,8.7
0,0,1,167,13.3
0,0,1,184,13.4
0,1,1,196,16.4
0,0,0,79,14.2
0,0,0,164,9.5
0,0,0,154,9.7
0,0,0,190,13.3
0,0,0,175,13.9
0,1,1,164,10.8
0,0,0,135,13.2
0,0,0,159,11.3
0,0,0,200,11.0
0,0,0,139,13.4
0,0,0,163,10.9
0,0,1,174,14.2
0,0,0,299,10.7
1,0,1,160,14.0
0,0,1,158,11.3
0,0,0,152,11.5
0,0,0,116,10.6
0,0,0,169,11.7
1,0,1,179,7.7
1,0,0,146,15.5
0,0,1,177,9.7
0,0,0,131,12.0
0,0,0,83,13.4
0,0,1,202,17.3
0,0,0,74,13.5
0,0,0,103,11.0
0,0,0,78,15.1
1,0,0,68,19.8
0,0,0,153,12.8
0,0,0,189,11.8
0,0,1,161,12.1
0,0,1,172,14.4
0,0,0,192,7.0
1,0,1,185,12.9
0,0,0,177,25.8
0,0,0,167,16.4
0,1,0,67,25.3
0,0,0,146,14.6
0,0,0,70,13.1
0,0,0,161,9.9
0,0,0,181,11.3
0,0,1,176,15.1
0,0,0,185,8.2
0,0,0,159,12.5
0,0,0,223,17.8
0,1,1,153,12.0
0,0,0,74,11.3
0,0,1,131,14.7
0,0,0,82,14.4
0,0,0,151,10.9
0,0,0,79,14.2
1,0,1,157,17.2
0,0,0,163,12.5
0,0,0,88,11.7
0,0,1,153,11.4
0,0,0,158,11.2
0,0,1,162,9.5
0,0,0,177,10.9
0,1,1,175,13.9
0,0,0,79,10.2
0,0,1,187,17.9
0,0,0,138,8.0
0,0,0,77,10.4
0,0,1,169,11.4
1,0,0,154,10.3
0,0,0,191,16.4
0,0,0,76,9.8
0,0,0,158,14.6
0,0,0,78,9.4
0,0,0,77,12.8
1,0,0,70,11.3
0,0,0,77,12.5
0,1,1,62,10.3
0,0,0,149,16.5
0,0,0,164,8.5
0,0,0,167,9.5
0,0,0,157,9.9
0,0,0,208,11.5
1,0,0,84,9.2
0,0,0,163,11.5
0,0,0,82,12.7
0,0,1,160,19.1
0,0,0,78,15.0
0,1,1,158,10.2
0,1,1,160,21.9
0,0,0,78,11.5
1,0,1,150,44.3
1,0,0,186,7.1
0,0,0,149,10.7
0,0,1,156,9.9
0,0,0,120,13.0
1,0,1,168,26.1
0,0,0,155,10.4
0,0,0,185,16.2
0,0,0,131,14.5
0,1,0,131,323.1
0,0,0,176,13.5
0,0,1,156,9.9
0,0,1,0,9.9
0,1,0,177,27.8
0,0,0,144,9.2
0,0,1,154,11.4
0,0,0,162,12.0
0,0,1,145,10.7
0,0,1,161,10.4
0,0,1,163,7.8
0,0,1,167,14.3
0,0,1,184,13.3
1,0,0,149,26.1
1,0,1,196,82.4
0,1,0,151,16.9
0,0,1,156,11.1
0,0,0,158,9.7
0,0,1,195,10.4
0,0,1,195,12.9
0,1,1,180,11.6
1,0,0,179,78.3
0,0,0,155,11.6
0,0,1,82,11.5
0,0,1,178,12.3
1,0,1,44,32.2
0,0,1,155,14.7
0,0,0,194,13.0
0,0,1,166,16.3
0,0,0,74,12.8
0,0,1,167,10.4
0,1,0,164,21.2
0,0,0,162,10.8
1,0,0,196,13.2
0,0,0,180,18.1
0,0,0,77,11.7
0,1,1,169,7.6
0,0,0,153,11.5
0,0,0,177,21.6
0,0,0,153,12.7
0,0,0,74,10.4
1,0,1,126,21.0
0,0,0,160,7.5
0,0,1,195,11.2
0,1,1,155,121.6
0,1,1,156,123.5
0,0,0,83,18.4
0,0,0,129,11.6
0,0,0,161,12.4
0,0,0,158,10.6
0,0,0,78,9.5
0,0,0,80,12.0
0,0,1,211,10.6
1,0,1,163,44.5
1,0,1,161,18.9
0,0,0,116,9.1
0,0,0,191,9.5
0,1,1,97,40.7
0,0,0,79,9.7
0,1,1,182,10.8
0,0,0,169,11.0
0,0,1,156,16.8
0,0,0,151,20.3
0,0,0,156,14.5
0,0,0,161,11.0
0,0,0,78,11.6
0,0,0,78,11.7
1,0,0,124,13.4
0,0,0,176,7.8
0,0,0,84,10.8
0,0,0,169,8.8
0,0,0,187,20.5
0,0,0,187,13.1
0,0,0,167,11.1
0,0,0,152,25.9
0,1,1,148,29.1
0,0,0,122,12.1
0,0,0,214,11.0
0,0,0,159,14.1
0,0,1,175,13.0
0,0,1,169,9.2
0,0,1,181,15.2
1,0,1,199,13.5
0,0,0,80,9.8
0,0,0,83,11.8
0,0,0,152,15.9
0,0,0,159,95.9
0,0,0,108,20.0
0,0,0,178,10.8
0,1,1,184,16.9
0,0,0,163,9.8
0,0,0,156,11.1
0,0,1,69,15.7
0,0,0,187,10.2
0,0,0,154,12.1
0,0,0,112,13.4
1,0,0,176,75.0
0,0,1,156,9.0
0,0,0,142,11.6
0,0,0,159,15.8
0,1,0,182,71.0
0,0,0,159,38.0
1,0,1,160,26.0
0,0,1,133,13.8
0,0,0,139,9.2
0,0,0,83,10.7
0,0,0,190,15.8
0,0,0,189,9.7
1,0,0,206,20.9
0,0,0,120,17.4
0,0,0,160,9.9
0,0,0,71,13.0
0,1,1,175,123.1
0,0,1,153,10.0
0,1,0,152,9.8
0,0,1,192,16.1
0,0,0,143,9.1
0,0,0,152,9.7
0,0,0,233,14.8
0,0,0,115,12.0
0,0,0,164,8.5
0,1,0,199,40.3
1,0,1,91,37.5
0,0,0,211,10.3
1,0,1,169,6.6
0,0,0,105,15.7
0,0,0,152,9.9
0,0,1,166,7.6
0,0,0,158,11.4
1,0,1,164,14.1
0,0,1,123,24.3
0,0,1,220,24.6
0,0,1,137,18.8
0,0,0,81,27.1
0,1,1,135,10.8
0,1,1,176,265.2
0,1,0,187,1669.4
0,0,0,157,8.7
0,0,0,86,11.3
0,0,1,153,13.1
1,0,0,169,10.6
0,0,1,170,11.8
0,0,1,156,17.4
0,0,0,110,13.9
0,0,0,83,22.7
0,1,0,157,110.8
0,0,0,196,13.5
0,0,0,171,8.3
0,0,0,78,13.0
0,1,0,172,1820.5
0,1,1,186,127.1
0,0,0,89,9.7
0,0,1,70,9.5
0,0,0,70,10.1
0,0,0,76,27.8
0,0,0,147,9.3
1,0,0,153,12.5
0,0,0,180,18.7
0,0,0,170,16.4
0,0,0,72,131.0
0,1,1,155,12.7
0,1,1,164,18.0
0,0,0,192,11.5
0,0,0,81,9.9
0,0,0,74,10.7
0,0,0,165,11.0
0,0,1,171,8.0
0,0,1,77,12.5
0,0,0,156,10.5
0,0,0,143,8.5
0,0,1,146,11.5
0,0,0,118,17.0
0,0,0,186,14.1
0,0,0,169,16.2
0,1,0,179,147.9
0,0,0,163,8.8
1,0,1,190,79.1
0,0,0,171,10.2
0,0,0,75,10.6
1,0,0,169,11.1
0,1,1,83,31.1
0,0,0,181,12.5
0,0,1,166,9.2
0,1,1,154,37.3
0,0,0,163,12.6
0,0,0,163,11.2
0,0,1,156,49.3
0,0,0,157,9.6
0,0,1,170,11.8
0,0,1,158,10.3
0,0,0,78,13.1
0,0,0,69,20.7
0,0,0,173,10.3
0,0,0,168,7.5
0,0,0,96,16.2
0,0,1,164,10.0
0,0,0,175,12.1
0,0,1,87,33.3
0,0,0,160,11.4
0,1,1,175,155.6
0,1,1,162,131.4
0,0,0,110,12.0
0,0,0,121,18.2
0,1,0,147,17.5
0,0,0,75,12.7
0,1,0,131,8.8
0,0,0,81,12.2
0,0,0,190,12.4
0,0,0,161,10.4
0,0,0,180,10.3
1,0,0,233,7.3
0,0,0,113,54.3
0,0,0,178,11.6
1,0,0,167,11.1
0,0,0,75,14.5
0,0,1,149,15.3
0,0,0,186,10.2
0,0,0,129,25.9
0,0,1,210,14.3
0,0,1,194,11.3
