koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_steff_err1,koi_model_snr
0,0,0,77,37.5
0,0,0,163,103.7
0,1,0,113,1853.8
0,0,0,98,118.8
0,0,0,110,40.6
0,0,0,73,43.7
0,0,0,73,37.0
0,0,0,73,29.3
0,0,0,76,42.6
0,0,0,80,14.6
0,0,0,80,17.1
0,0,0,69,22.6
0,0,0,105,15.9
0,0,0,115,25.2
0,0,0,139,27.0
0,0,0,80,30.0
0,0,0,193,39.8
0,1,0,166,183.3
0,1,0,189,36.2
0,0,0,82,159.2
0,0,0,78,59.5
0,0,0,170,44.3
0,0,0,92,43.3
0,0,0,166,38.7
0,0,0,196,43.4
0,0,0,86,40.1
0,1,0,182,44.9
0,0,0,73,89.3
0,0,0,160,25.3
0,0,0,101,11.6
0,0,0,169,24.7
0,0,0,157,34.2
0,0,0,88,1315.8
0,0,0,133,42.1
0,0,0,110,43.1
0,0,0,110,25.6
0,0,0,83,41.2
0,0,0,86,40.1
0,0,0,127,32.7
0,0,0,79,190.1
0,0,0,158,43.5
0,0,0,104,23.3
0,0,0,181,27.2
0,0,0,78,8.9
0,0,0,78,6.8
0,0,0,164,27.7
0,0,0,74,37.5
0,0,0,134,43.5
0,0,0,104,62.2
0,0,0,104,65.6
1,0,0,237,118.9
0,1,0,78,329.7
0,0,0,107,54.1
0,0,0,110,39.3
0,0,0,76,48.5
0,1,0,115,1765.2
0,0,1,104,17.7
0,0,0,173,38.1
0,1,1,155,30.6
0,0,0,124,43.5
0,0,0,124,38.1
0,0,0,124,19.9
0,0,0,106,22.5
0,1,0,156,1281.9
0,0,0,301,54.0
0,1,0,102,335.2
0,0,0,109,43.1
0,0,0,107,20.8
0,0,0,84,42.1
0,0,0,77,37.1
0,0,0,121,31.7
1,0,0,184,61.2
0,0,0,204,33.6
0,0,0,190,391.2
0,0,0,76,24.4
0,0,0,169,29.8
0,0,0,169,23.2
0,0,0,103,17.5
0,0,0,103,13.6
0,0,0,107,22.3
0,0,0,87,70.6
0,0,0,108,77.4
0,0,0,108,76.1
0,0,0,161,37.8
0,0,0,124,32.1
0,0,0,155,37.5
0,0,0,103,8.4
0,0,0,169,38.0
0,0,0,174,22.0
0,0,0,155,23.5
0,0,0,151,21.8
0,0,0,76,21.3
0,0,0,93,20.4
0,0,0,84,23.9
0,0,0,75,26.5
0,0,0,159,113.7
0,0,0,193,45.5
0,0,0,86,22.4
0,0,1,86,15.4
0,0,0,85,23.4
0,0,0,85,10.5
0,0,0,83,31.2
0,0,0,83,24.1
0,0,0,166,19.4
0,0,0,112,25.8
0,0,0,102,27.3
0,0,1,215,20.4
0,0,0,116,23.4
0,0,1,157,20.9
0,0,0,72,25.4
0,0,0,157,18.9
0,0,0,79,20.7
0,0,0,171,34.7
0,0,0,75,22.6
0,0,0,76,27.3
0,0,0,76,27.0
0,1,0,92,83.7
0,0,0,181,108.6
0,0,0,174,26.5
0,0,0,183,21.4
0,1,0,76,50.9
0,0,0,193,20.8
0,0,0,175,23.6
0,0,0,115,20.9
0,0,0,82,27.0
0,0,0,82,23.8
0,0,0,186,34.3
0,0,0,73,22.7
0,0,0,75,19.7
0,0,0,75,20.0
0,1,0,158,36.4
0,0,0,153,23.7
1,0,0,235,31.2
0,0,0,112,11.8
0,1,0,172,167.3
0,0,0,69,19.2
0,0,0,135,24.5
0,0,0,135,32.2
0,0,0,123,21.3
0,0,0,157,26.5
0,0,0,194,33.2
0,0,0,77,21.1
0,0,0,184,24.1
0,0,0,157,70.9
0,0,0,203,27.1
0,0,0,105,24.5
0,0,0,105,17.7
0,0,0,123,31.8
0,0,0,100,75.3
0,0,1,167,18.9
0,0,0,181,20.7
0,0,0,184,17.7
0,0,0,84,38.2
0,0,0,154,22.3
1,0,0,80,21.5
0,0,0,76,31.0
0,0,0,162,26.6
0,0,0,113,24.0
0,0,0,81,26.9
0,0,0,81,20.1
0,0,0,107,25.5
0,0,0,107,16.0
0,0,0,84,23.7
0,0,0,155,28.7
0,0,0,79,22.4
0,0,0,155,16.9
0,0,0,168,22.0
0,0,0,100,23.2
0,0,0,179,19.1
0,1,1,168,65.2
0,0,0,83,18.1
0,0,0,173,30.4
0,1,0,182,26.3
0,1,0,134,25.0
0,0,0,73,34.8
0,0,0,175,20.7
0,0,0,181,18.0
0,0,0,173,24.8
0,1,1,82,20.9
0,0,0,157,24.0
1,0,0,169,2036.3
0,1,1,166,141.4
0,0,0,73,21.5
0,0,0,158,25.7
0,0,0,164,32.6
0,0,0,145,26.5
0,0,0,165,17.0
0,0,0,83,20.7
0,0,0,79,19.5
0,0,0,161,26.8
1,0,0,74,63.6
0,0,0,121,65.6
0,0,0,88,24.7
0,0,0,78,23.7
0,0,0,83,28.3
0,0,0,158,20.3
0,0,0,111,22.6
0,0,0,85,23.2
0,0,0,157,20.2
0,0,0,79,21.0
0,0,0,123,21.6
0,0,0,110,17.3
0,0,0,70,23.8
0,1,0,70,303.7
0,0,0,111,36.2
0,0,1,217,26.2
0,0,0,106,24.9
0,0,0,153,23.9
0,0,0,143,20.4
1,0,0,189,90.4
0,0,0,165,18.2
0,0,0,74,22.2
0,0,0,105,19.4
0,0,0,101,24.0
0,0,0,104,93.4
0,0,0,182,22.1
0,0,0,108,23.3
0,0,0,114,17.3
0,0,0,75,15.2
0,0,0,302,29.9
0,0,0,153,27.7
0,0,0,72,23.1
0,0,0,159,25.2
0,0,0,189,27.2
0,0,0,75,27.5
0,0,0,75,11.6
0,0,0,85,24.4
0,0,0,180,19.8
0,0,0,169,22.1
0,0,0,105,35.2
0,0,0,79,27.8
0,0,0,79,28.1
0,0,0,78,25.9
0,0,0,101,32.3
0,0,0,101,25.8
0,0,0,85,26.1
0,0,0,189,22.6
0,0,0,151,35.3
0,0,0,160,21.4
0,0,0,182,17.6
0,1,0,77,46.1
0,0,0,84,24.2
0,0,0,80,15.3
0,0,0,153,28.4
0,0,0,136,23.2
0,0,0,181,33.6
0,0,0,101,14.9
0,0,0,111,25.5
0,0,0,176,30.1
0,1,1,164,26.2
0,0,0,74,25.7
0,0,0,77,24.0
0,0,0,121,37.8
0,0,0,133,64.1
0,0,0,169,20.8
0,0,0,169,23.1
0,0,0,81,28.9
0,0,0,176,20.5
0,0,0,184,53.4
0,0,0,105,27.3
0,0,0,122,25.2
0,0,0,122,19.3
0,0,0,157,27.8
0,0,0,51,117.2
0,0,0,79,31.6
0,0,0,74,33.3
0,0,0,75,22.0
0,0,0,74,19.1
0,0,1,173,25.0
0,0,0,152,83.9
0,0,0,177,19.3
0,0,0,181,28.5
0,0,0,153,16.3
0,0,0,447,112.5
0,0,0,183,23.3
0,0,0,105,29.6
0,0,0,85,22.8
0,0,0,103,24.5
0,0,0,78,25.0
0,0,0,113,24.3
0,0,0,82,21.8
0,0,0,82,14.0
0,0,0,83,23.9
0,0,0,121,29.7
0,0,0,76,25.2
0,0,0,75,18.2
0,0,0,74,18.6
0,0,0,71,21.6
0,0,0,105,15.9
0,0,0,77,35.4
0,0,0,155,32.7
0,0,0,190,25.3
0,0,0,85,25.1
0,0,0,73,19.5
0,0,0,84,27.8
0,0,0,149,25.1
0,0,0,74,27.6
0,0,0,160,23.2
0,0,0,112,22.3
0,0,0,79,22.8
0,0,0,157,22.3
0,0,0,76,31.2
0,0,0,78,145.9
0,0,0,196,31.6
0,0,0,77,35.3
0,0,0,447,54.1
0,0,0,79,26.0
0,0,0,69,28.4
0,0,0,79,24.5
0,0,0,108,21.0
0,0,0,134,20.8
0,0,0,103,16.5
0,0,0,103,18.3
0,1,1,203,184.3
0,0,0,108,29.8
0,0,0,121,18.6
0,0,0,151,23.6
0,0,0,169,19.1
0,0,0,181,30.5
0,0,0,78,23.8
0,0,0,108,6.6
0,0,0,78,12.8
0,1,1,146,181.6
0,0,0,156,22.2
0,0,0,119,10.2
0,0,0,119,17.5
0,0,0,122,12.4
0,0,0,110,18.7
0,0,1,176,15.1
0,0,0,74,16.3
0,0,0,152,18.0
0,0,0,118,16.2
0,0,0,105,11.9
0,0,0,158,68.3
0,0,0,81,485.5
0,0,0,158,22.9
0,0,1,124,20.7
0,0,0,77,16.7
0,0,0,176,24.6
0,1,0,73,20.6
0,0,0,77,68.6
1,0,1,193,58.5
0,0,0,104,19.2
0,0,0,77,12.4
0,0,0,177,19.8
0,0,0,171,11.8
0,0,0,147,15.5
0,0,0,112,22.2
0,0,0,112,15.9
0,0,0,190,26.1
0,0,0,118,19.4
0,0,0,181,25.3
0,0,0,74,17.8
0,0,0,157,23.3
0,0,0,151,17.6
0,0,0,95,21.3
0,0,1,184,27.9
0,0,1,150,22.2
0,0,1,160,13.4
0,0,0,76,1341.6
0,0,0,175,15.8
0,0,1,129,31.5
1,0,1,158,85.2
0,0,0,90,22.8
0,0,0,81,274.5
0,0,0,184,16.8
0,0,0,83,20.3
0,0,0,170,35.3
0,0,0,79,20.5
0,0,1,208,33.5
0,0,1,168,12.7
0,0,0,77,38.2
0,0,0,76,12.9
0,0,0,73,25.6
0,0,0,160,17.9
0,0,0,159,14.8
0,1,1,70,24.7
0,0,0,146,15.7
0,0,0,75,11.5
0,0,0,75,11.2
0,0,0,139,15.9
0,0,0,174,17.1
0,0,0,168,15.6
0,0,1,146,22.5
0,0,0,102,14.4
0,0,1,179,12.8
0,1,1,163,20.0
0,0,0,186,88.7
0,0,1,149,45.2
0,0,1,159,14.0
0,0,0,335,33.2
0,0,0,161,17.1
0,0,0,184,23.8
0,0,0,76,106.5
0,0,0,80,21.3
0,0,0,74,15.7
0,0,0,147,16.3
0,0,1,163,15.0
0,0,0,73,179.5
0,1,1,204,20.5
0,0,1,169,18.3
0,0,0,180,23.3
0,0,0,190,14.7
0,0,0,175,18.8
0,0,0,108,12.9
0,0,0,104,19.5
0,0,0,73,36.7
0,1,0,160,534.5
0,1,0,119,897.0
0,0,1,75,17.4
0,0,0,177,15.8
0,0,0,174,28.5
0,0,1,193,24.7
0,0,0,101,15.6
0,0,0,115,19.2
0,0,0,162,22.9
0,0,0,161,15.7
0,0,0,81,18.9
0,0,0,154,15.1
1,0,0,113,5.7
0,0,0,175,16.7
0,1,1,178,23.6
0,0,0,158,14.9
0,0,0,73,32.4
0,0,0,79,16.4
0,0,0,176,20.2
0,0,1,174,14.2
0,0,0,81,17.8
0,0,0,83,16.9
0,0,0,175,14.7
0,1,0,126,132.7
0,1,0,88,16.7
0,0,0,76,132.1
0,0,0,71,20.7
0,1,0,68,172.2
0,0,1,162,13.0
0,0,1,180,22.1
0,0,0,174,25.2
0,0,1,84,23.0
0,0,0,173,65.3
0,0,0,78,17.6
0,0,0,141,17.7
0,0,0,77,63.6
0,0,0,82,21.4
0,0,0,110,22.4
0,0,0,163,17.0
0,0,0,124,20.3
1,0,1,162,38.1
0,0,0,111,34.1
0,0,0,74,35.4
0,1,0,173,92.0
0,0,0,124,175.2
0,0,0,124,17.0
0,0,0,124,25.5
0,0,0,115,12.7
0,0,0,166,17.2
0,0,0,169,16.0
0,0,0,82,15.2
0,0,0,97,20.6
0,0,0,74,18.9
0,0,0,79,15.4
0,0,0,144,15.7
0,0,0,157,15.6
0,0,0,157,15.3
0,0,0,190,15.7
0,1,1,160,23.4
0,0,0,184,19.9
0,0,0,265,15.3
0,0,0,100,22.5
0,0,0,152,14.3
0,0,0,192,26.7
0,0,0,82,19.7
0,0,0,74,21.6
0,1,0,78,16.9
0,0,1,179,12.2
0,0,0,84,19.1
0,0,0,167,20.1
0,0,0,77,27.6
0,0,0,76,11.8
0,0,0,83,16.5
0,0,0,113,21.1
0,0,0,133,14.8
0,0,0,180,17.3
0,1,1,235,21.6
0,0,0,76,17.7
0,1,0,199,17.6
0,0,0,169,13.2
0,1,1,172,16.4
0,0,0,163,15.9
0,0,0,75,22.5
0,0,0,172,19.8
0,0,0,74,26.1
0,0,1,126,62.8
0,0,1,287,14.0
0,0,0,83,31.1
0,0,0,181,14.2
0,0,1,191,17.8
0,1,1,158,19.9
0,0,0,79,13.0
0,0,0,171,24.5
0,1,0,187,2619.2
0,0,0,162,19.0
0,0,0,182,22.6
0,0,0,116,27.1
0,0,0,98,18.8
0,0,0,189,19.6
0,0,0,71,112.2
0,0,0,182,23.6
0,0,1,148,26.4
0,0,0,168,15.9
0,1,1,169,59.8
0,0,0,154,288.6
0,0,1,157,29.2
0,0,0,106,24.0
0,0,0,75,15.4
0,1,1,171,21.2
0,0,0,133,21.4
0,0,0,78,289.6
0,0,1,168,16.0
0,0,1,170,17.5
0,0,0,69,20.6
0,0,0,69,20.4
0,0,0,79,21.4
0,0,0,159,14.9
0,0,1,155,17.0
0,0,0,162,17.9
0,0,0,152,17.5
0,0,1,191,19.0
0,0,0,76,22.2
0,0,1,174,20.4
0,0,0,71,37.1
0,0,0,83,17.7
0,0,0,176,17.6
0,0,1,77,29.3
0,0,0,154,18.3
0,0,1,168,17.4
0,0,0,181,18.4
0,0,0,87,8.1
0,0,0,77,137.2
0,0,0,74,64.4
0,0,0,78,20.7
0,0,0,166,11.4
0,0,0,71,17.0
0,1,1,171,222.8
0,0,0,121,21.0
0,0,0,145,19.7
0,0,0,98,16.3
0,0,0,172,23.0
0,0,0,81,18.0
0,0,1,156,17.2
0,1,1,124,35.9
0,0,0,162,13.8
0,0,0,81,12.8
0,0,0,79,18.1
0,0,0,75,14.1
0,0,0,70,17.4
0,1,1,155,18.9
0,0,0,70,21.4
0,0,0,113,22.0
0,0,0,175,15.3
0,0,1,192,41.6
0,0,0,78,21.3
0,0,0,71,23.7
0,0,0,184,19.3
0,0,0,156,14.1
0,0,0,162,16.3
0,0,0,172,12.7
0,0,0,84,17.3
0,0,0,69,48.6
0,0,0,69,25.4
0,1,1,193,27.0
0,0,1,176,79.6
0,0,0,150,18.5
0,0,0,82,15.4
0,0,0,71,110.5
0,1,1,105,20.5
0,0,0,159,36.1
0,0,0,75,50.5
0,0,0,75,24.3
0,0,0,78,37.1
0,0,0,80,21.7
0,0,1,199,27.8
0,1,1,180,48.2
0,0,1,180,15.5
0,0,0,86,17.7
0,0,1,159,13.9
0,0,0,77,23.9
0,0,0,164,16.1
0,0,0,158,15.3
0,0,0,151,16.7
0,0,0,70,23.8
0,0,0,82,14.6
0,0,0,82,34.9
0,0,0,82,15.2
0,0,0,82,20.0
0,0,0,143,27.3
0,0,0,165,9.1
0,1,0,162,43.4
0,0,0,157,24.3
0,1,1,155,15.5
0,0,0,85,13.9
0,0,0,85,9.7
0,0,0,207,22.4
0,0,0,82,18.9
0,0,0,194,17.1
0,1,1,163,18.6
0,1,1,160,14.3
0,0,0,62,194.9
0,1,1,189,7.5
0,0,1,158,38.7
0,0,0,113,43.5
0,0,0,105,23.5
0,1,1,155,25.3
0,0,0,169,19.1
0,0,1,183,17.9
0,0,0,82,19.8
0,0,0,190,20.1
0,0,0,71,14.2
0,0,0,100,20.5
0,0,1,210,13.6
0,1,0,155,18.9
0,0,0,152,15.5
0,0,0,82,13.7
0,1,1,146,25.1
0,0,0,122,39.0
0,0,0,122,36.2
0,0,0,81,65.6
0,0,0,188,22.1
0,0,0,166,23.7
0,0,0,175,20.0
0,0,1,169,18.0
0,0,0,86,108.9
0,0,0,160,15.6
0,0,0,160,13.9
0,0,0,160,11.1
0,0,1,180,17.2
0,0,0,73,12.1
0,0,0,187,20.1
0,0,0,122,19.0
0,0,0,111,11.9
0,0,1,172,13.5
0,0,0,81,36.0
0,0,0,81,20.5
0,0,0,169,31.6
0,0,0,114,125.8
0,0,0,182,28.4
0,0,1,187,22.9
0,0,0,102,22.6
0,0,1,162,13.9
0,0,0,164,17.2
0,0,0,153,15.9
0,0,0,77,82.0
0,0,0,107,12.2
0,0,0,171,13.6
0,0,0,71,19.7
0,0,0,71,12.8
0,0,0,108,16.9
0,0,0,134,79.7
0,0,1,76,47.7
0,0,0,81,30.7
0,0,0,74,27.9
0,0,0,70,20.0
0,0,0,71,22.1
1,0,1,179,32.0
0,0,0,190,23.2
0,0,1,98,26.1
1,0,0,98,14.0
0,0,0,177,17.5
0,0,0,75,19.3
0,0,1,175,14.3
0,0,0,181,17.5
0,0,0,115,20.8
0,1,1,184,22.2
1,0,0,62,35.2
0,0,0,121,20.1
0,0,0,121,17.4
0,0,0,121,18.6
0,0,0,121,15.3
0,0,0,118,23.0
0,0,1,148,26.0
0,1,1,152,22.2
0,0,0,134,24.4
0,0,0,74,15.1
0,0,0,74,14.4
0,0,1,160,16.2
0,0,1,126,36.9
0,0,1,151,17.7
0,0,0,169,16.2
0,0,0,142,17.5
0,1,1,171,15.8
0,0,0,80,244.7
0,0,0,154,30.7
0,0,1,155,30.8
0,1,0,193,48.3
0,1,1,176,20.3
0,1,1,169,27.6
0,0,0,101,15.9
0,0,1,156,15.3
0,0,0,150,20.6
0,0,0,78,28.8
0,0,0,85,29.5
0,0,0,158,16.7
0,0,0,83,16.2
1,0,1,156,16.1
0,0,1,173,14.6
0,0,0,186,19.5
0,0,0,164,28.4
0,0,0,83,26.2
0,0,1,169,21.8
0,0,0,110,33.8
0,0,0,110,20.0
0,0,1,190,30.3
0,0,0,100,62.1
0,1,1,164,20.7
0,1,1,177,34.5
0,0,0,132,14.8
0,1,0,156,20.3
0,0,0,138,19.3
0,0,1,152,15.1
0,0,0,184,21.2
0,0,0,103,55.1
0,0,0,103,19.2
0,0,1,201,102.7
0,0,0,93,92.3
0,0,0,107,40.2
0,0,0,78,17.4
0,0,0,183,20.3
0,0,0,154,26.3
0,0,0,169,28.6
0,0,0,80,16.1
0,0,0,164,18.9
0,0,0,190,21.0
0,0,0,85,20.4
0,0,1,197,45.6
0,0,0,176,48.5
0,1,0,160,7.7
0,0,0,105,11.4
0,1,1,169,43.0
0,0,0,82,25.3
0,1,1,166,21.5
0,0,1,179,23.3
0,0,0,100,61.2
0,0,0,68,16.5
0,0,0,169,14.4
0,0,0,187,20.9
0,1,1,176,19.2
0,1,1,149,20.9
0,0,1,151,65.2
0,0,1,170,47.4
0,0,0,152,110.9
0,0,0,226,21.2
0,1,1,102,58.0
0,0,0,93,69.3
0,0,0,105,14.2
0,0,0,164,27.3
0,0,0,86,36.0
0,0,0,88,26.7
0,0,0,164,26.9
0,0,0,185,55.5
0,1,1,184,19.8
1,0,1,168,34.5
0,1,1,0,18.0
0,0,1,156,91.9
0,0,0,171,15.8
0,0,0,77,77.3
0,0,0,168,17.1
0,0,0,78,106.7
0,0,0,145,78.0
0,0,0,186,48.0
0,1,1,219,30.0
0,0,0,130,28.2
0,0,1,199,29.0
0,0,0,184,23.2
0,0,0,117,20.0
0,0,0,122,53.9
0,1,1,157,22.8
0,0,1,116,22.3
0,0,1,176,13.1
0,0,1,172,14.6
0,0,0,170,62.8
0,0,0,90,36.9
0,0,0,90,22.9
0,0,0,90,29.1
0,0,0,89,37.1
0,0,0,137,20.2
0,0,1,187,62.8
0,0,1,74,16.9
0,0,0,79,21.6
0,0,0,157,16.6
0,0,0,119,12.5
0,0,0,167,20.0
0,0,0,130,22.5
0,0,0,146,18.2
0,0,0,82,11.2
0,0,1,193,19.7
0,0,0,189,20.3
0,0,0,192,19.7
0,0,0,143,25.8
0,0,0,169,13.2
0,0,0,194,54.6
0,0,0,194,27.0
0,0,0,104,23.7
0,0,0,104,21.3
0,0,0,70,26.5
0,0,0,107,26.7
0,0,0,163,99.9
0,0,0,194,24.3
0,0,0,115,17.4
0,0,0,115,15.5
0,0,0,122,69.7
0,0,0,71,19.8
1,0,1,168,72.0
0,0,1,179,21.9
0,0,0,113,17.2
0,0,0,101,15.7
0,0,1,86,33.1
0,0,0,171,50.4
0,0,0,116,29.9
0,0,1,157,10.2
0,0,0,78,22.9
0,0,0,74,21.6
0,1,1,166,35.9
0,0,0,121,52.5
0,0,0,161,29.3
0,0,0,111,71.6
0,0,0,113,120.1
0,0,0,92,102.2
0,1,1,158,59.9
0,1,1,120,37.0
0,1,0,162,2707.7
0,1,1,169,102.8
0,0,0,67,11.9
0,0,0,79,16.0
0,0,1,194,21.6
0,0,0,83,16.5
0,0,1,105,15.4
1,0,0,105,19.4
0,1,0,162,1513.2
0,0,0,77,13.3
0,0,0,97,167.6
0,0,0,184,12.2
0,0,0,92,5.2
0,0,0,95,79.7
0,0,0,106,35.6
0,0,0,120,39.0
0,0,0,112,350.6
0,0,0,138,384.0
0,0,0,104,324.3
0,1,0,255,2217.1
0,0,0,134,27.4
0,0,1,177,20.2
0,0,0,155,14.6
0,0,0,117,15.4
0,0,0,70,31.0
0,0,0,159,11.9
0,0,0,170,13.5
0,0,0,104,14.3
0,0,0,111,52.5
0,0,1,124,21.7
0,0,0,111,54.8
0,0,0,134,24.1
0,0,0,97,112.2
0,0,0,97,32.9
1,0,0,68,49.7
1,0,0,69,150.4
0,0,1,166,17.3
0,0,0,86,15.0
0,0,1,174,12.4
0,0,0,156,14.1
0,0,0,72,15.1
0,0,0,72,13.0
0,0,1,189,28.1
0,0,0,97,67.5
0,0,0,111,46.4
0,0,0,103,81.8
0,0,0,103,76.8
0,0,0,77,112.8
0,0,0,77,57.4
0,0,0,112,11.5
0,0,0,103,85.8
0,1,1,160,99.6
0,1,1,160,53.1
1,0,0,104,577.1
0,0,0,156,11.5
0,0,0,167,13.8
0,0,0,174,15.2
0,0,1,128,14.5
0,0,0,171,14.3
0,0,0,153,12.8
0,0,0,97,90.8
0,0,0,100,123.2
0,0,0,100,50.9
0,0,0,100,43.6
0,1,0,71,30.1
0,1,1,211,33.0
0,0,0,122,12.9
0,0,0,166,11.9
0,0,0,182,16.5
0,0,0,79,11.0
0,0,0,79,11.1
0,0,1,195,15.6
0,0,0,140,17.8
0,0,0,116,14.1
0,0,0,172,12.4
0,0,0,113,92.7
0,0,0,113,46.1
0,0,0,88,286.0
0,0,0,149,6.8
1,0,1,146,46.3
0,0,0,83,380.8
0,1,1,142,66.6
0,1,1,166,64.7
0,1,1,93,57.0
0,0,0,122,29.3
0,0,0,122,12.2
0,0,0,186,18.1
0,1,0,164,20.4
0,0,0,73,15.1
0,0,0,182,11.3
0,0,0,174,16.7
0,0,0,168,14.4
0,0,0,190,16.8
0,0,0,172,12.9
0,0,0,102,25.2
0,0,0,108,11.2
0,1,1,157,104.8
0,0,1,170,74.3
0,1,1,79,76.4
0,1,0,187,132.7
0,1,1,160,53.6
0,0,0,102,84.9
1,0,1,182,23.0
0,0,0,169,14.2
0,0,0,85,14.2
0,0,0,161,16.6
0,0,0,100,10.9
0,0,0,67,19.7
0,1,0,161,1618.4
0,0,0,70,15.2
0,0,0,125,14.9
0,0,0,70,13.1
0,1,1,229,65.8
0,0,0,64,44.1
0,0,0,64,15.3
0,0,0,106,58.6
0,0,0,106,25.5
0,0,0,107,73.6
1,0,0,67,218.3
0,0,0,107,34.3
0,0,0,90,98.2
0,0,0,114,87.3
0,0,0,169,12.5
0,0,0,189,12.7
0,0,0,80,13.2
0,0,0,192,16.4
0,0,0,114,16.3
0,1,1,161,19.1
0,0,0,132,15.7
0,0,0,105,19.6
0,1,1,163,45.9
0,0,0,107,55.1
0,0,0,107,18.2
0,0,0,123,42.7
0,1,1,185,23.4
0,0,0,76,287.8
0,0,0,160,68.0
0,1,0,162,431.6
0,1,1,179,20.7
0,0,0,150,15.5
0,0,0,123,13.3
0,0,0,149,16.1
0,0,1,157,13.3
0,0,0,153,12.3
0,0,0,155,14.3
0,1,0,183,31.0
0,0,0,106,72.0
0,0,1,181,111.3
0,0,0,121,14.8
0,0,0,113,18.1
0,0,0,164,11.2
0,0,0,107,12.2
0,0,0,177,14.7
0,0,0,159,13.6
0,1,0,226,308.1
0,1,1,153,37.3
0,0,0,147,13.6
0,0,0,128,13.8
0,0,0,76,11.7
0,0,0,115,41.8
0,0,0,98,48.7
0,0,0,98,15.6
0,0,0,121,71.9
0,1,0,168,16.7
0,0,0,156,13.8
0,0,0,78,17.7
0,0,0,78,16.8
0,0,0,107,43.4
0,0,0,163,18.9
0,0,1,186,13.6
0,0,1,180,29.9
0,0,0,180,12.3
0,0,0,73,16.0
0,0,0,144,15.7
0,0,0,144,14.8
0,0,0,76,13.9
1,0,0,104,842.3
0,0,0,109,41.6
0,0,0,105,138.5
0,0,0,105,88.4
0,0,0,73,84.7
0,0,0,211,16.4
0,0,1,179,14.6
0,0,0,149,11.0
0,0,0,113,12.5
0,0,0,84,14.0
0,0,0,187,13.1
0,0,0,177,11.7
0,0,0,81,15.2
0,0,0,73,99.5
0,0,0,105,106.9
0,0,0,105,250.0
0,0,0,105,27.3
0,1,0,203,98.0
0,0,0,101,122.9
0,0,0,97,128.3
0,0,0,102,49.5
0,1,1,155,21.7
0,0,0,83,8.0
0,0,1,184,14.5
0,0,0,159,16.2
0,0,0,170,14.0
0,0,0,107,51.1
1,0,0,115,23.7
0,0,0,171,14.3
0,0,1,196,52.9
0,0,0,114,63.2
0,0,0,114,26.1
0,1,0,182,1049.3
0,0,0,103,77.3
0,0,0,93,145.5
0,0,0,104,61.7
0,0,0,151,11.9
0,0,0,104,42.5
0,1,0,107,355.0
0,0,0,163,19.2
0,0,1,227,19.1
0,0,0,76,154.5
0,0,0,111,111.0
0,0,0,134,13.9
0,1,0,153,13.4
0,0,0,163,13.5
0,0,1,185,40.6
0,0,1,169,28.1
0,0,0,107,52.6
0,0,0,107,80.9
0,0,0,107,19.9
0,0,0,107,232.4
0,0,0,70,16.3
0,0,0,105,40.9
0,0,0,124,116.3
0,0,0,124,17.4
0,1,1,163,133.9
0,0,0,177,16.5
0,0,0,172,22.2
0,0,0,157,25.3
0,1,1,163,24.8
0,0,0,193,12.0
0,0,1,163,10.9
0,0,0,107,43.5
0,0,0,80,12.2
0,0,0,108,39.5
0,0,1,178,60.6
0,0,0,94,22.3
0,0,0,121,84.5
0,0,0,159,273.7
0,1,0,70,3845.4
0,0,0,154,10.9
0,0,1,101,17.2
0,0,1,180,14.6
0,0,0,70,190.3
0,0,0,70,12.8
0,0,0,104,11.2
0,0,0,104,8.5
0,0,0,104,10.1
0,0,1,155,12.1
0,0,0,81,36.7
0,0,0,189,111.1
0,0,0,78,125.4
0,0,0,78,43.8
1,0,0,108,7.6
0,0,0,79,22.8
0,0,1,175,68.1
0,0,0,168,42.5
0,1,1,112,55.1
0,0,0,175,1022.2
1,0,0,169,212.9
0,0,0,125,556.2
0,1,0,187,465.4
0,0,0,109,24.8
0,0,0,173,36.1
0,0,0,75,77.2
0,0,0,109,83.9
0,0,0,164,88.3
0,0,0,162,98.8
0,0,0,143,9.0
0,0,0,159,105.9
0,1,0,156,57.6
0,0,0,68,186.7
0,0,0,154,153.3
0,1,1,157,24.7
0,0,0,170,8.3
0,0,0,190,183.1
0,0,0,101,52.1
0,0,0,140,69.8
0,0,0,138,101.6
0,0,0,105,11.2
0,1,0,176,140.2
0,0,0,79,68.4
0,0,0,79,40.7
0,0,0,79,21.9
1,0,0,185,4.9
0,0,0,162,82.1
0,0,0,162,66.1
1,0,0,275,225.5
0,0,0,152,88.1
0,0,0,80,82.6
0,0,0,80,44.7
0,0,0,80,42.4
0,0,0,156,30.6
1,0,0,0,5.9
0,0,0,79,363.9
0,0,0,138,22.5
0,0,0,84,67.6
0,0,0,106,70.4
0,0,0,84,29.8
0,0,0,84,21.5
0,0,0,129,535.5
0,0,0,84,81.2
0,0,0,84,11.1
0,0,0,109,17.2
0,1,1,165,78.4
0,0,0,111,70.3
1,0,0,116,7.7
0,0,0,152,57.6
0,0,0,171,83.7
0,0,0,160,46.8
0,0,0,68,83.0
0,0,0,160,12.3
0,0,0,159,49.1
0,0,0,75,49.0
0,0,0,109,97.3
1,0,0,168,6.6
0,0,0,175,40.6
0,0,0,103,227.4
0,0,1,163,8.6
0,1,0,169,873.4
0,0,1,155,49.5
0,0,0,95,63.0
1,0,0,101,7.5
0,0,0,98,242.7
1,0,0,95,544.2
